date,vendor_id,chain_id,city_id,spec,successful_orders,fail_orders
2019-08-18,64401,42616,25,Русская,13.0,6.0
2019-06-20,5771,3291,25,Суши,7.0,1.0
2019-06-17,55192,37675,23,Итальянская,2.0,0.0
2019-08-03,48607,32357,23,Бургеры,10.0,0.0
2019-08-27,66076,42616,25,Русская,4.0,0.0
2019-06-21,62985,42012,25,Русская,4.0,7.0
2019-07-26,54059,36869,23,Пицца,1.0,0.0
2019-06-18,45707,31839,23,Грузинская,3.0,0.0
2019-06-27,57468,39226,23,Суши,8.0,0.0
2019-09-12,62811,41442,26,Русская,0.0,1.0
2019-06-05,35688,26370,24,Выпечка,1.0,0.0
2019-08-25,59009,40173,24,Фастфуд,2.0,0.0
2019-07-23,41917,30080,25,Суши,2.0,0.0
2019-06-08,55665,37987,25,Суши,12.0,0.0
2019-08-19,60274,40969,26,Шашлыки,6.0,0.0
2019-09-19,16421,10405,26,Мясо,1.0,1.0
2019-09-19,57753,39436,26,Обеды,7.0,0.0
2019-07-22,44111,30607,23,Бургеры,16.0,0.0
2019-06-12,41231,29690,26,Итальянская,1.0,0.0
2019-06-21,7503,4234,26,Русская,2.0,0.0
2019-06-19,61752,41545,25,Шаурма,8.0,0.0
2019-07-30,42812,30467,26,Пицца,21.0,0.0
2019-07-01,59555,38521,23,Грузинская,1.0,0.0
2019-06-16,54522,33934,23,Русская,2.0,0.0
2019-06-08,37546,27515,23,Бургеры,0.0,1.0
2019-08-15,42576,30383,23,Пицца,2.0,0.0
2019-09-01,53614,36547,23,Бургеры,3.0,0.0
2019-06-08,52097,35732,23,Суши,1.0,0.0
2019-07-25,43145,30623,25,Фастфуд,12.0,0.0
2019-09-01,71025,36270,23,Японская,2.0,0.0
2019-07-25,37241,27332,26,Бургеры,18.0,1.0
2019-06-11,5839,3323,26,Пицца,11.0,0.0
2019-07-13,64387,42607,24,Кофе и чай,1.0,0.0
2019-07-26,52765,36072,26,Узбекская,1.0,0.0
2019-06-25,4635,2637,26,Пицца,14.0,0.0
2019-08-14,41231,29690,26,Итальянская,5.0,0.0
2019-07-31,59604,40596,25,Фастфуд,1.0,0.0
2019-09-13,7155,4051,24,Супы,9.0,0.0
2019-08-10,62736,41927,24,Китайская,1.0,0.0
2019-07-13,50435,34694,23,Суши,1.0,0.0
2019-06-25,52099,35732,23,Суши,4.0,0.0
2019-06-11,43803,30918,26,Русская,3.0,0.0
2019-06-28,47369,32778,23,Суши,16.0,0.0
2019-07-19,9505,5631,25,Суши,1.0,0.0
2019-07-04,41782,29996,25,Узбекская,7.0,1.0
2019-09-16,44359,31162,26,Бургеры,60.0,4.0
2019-08-30,55307,37755,26,Суши,22.0,1.0
2019-08-01,49107,33883,26,Десерты,1.0,0.0
2019-09-17,62988,42013,23,Суши,11.0,0.0
2019-06-03,42197,30186,25,Бургеры,24.0,0.0
2019-08-13,42197,30186,25,Бургеры,29.0,0.0
2019-09-21,67448,35734,25,Суши,5.0,0.0
2019-07-28,7153,4049,24,Суши,11.0,0.0
2019-08-03,55715,38018,25,Русская,0.0,1.0
2019-09-15,71151,45620,25,Фастфуд,1.0,0.0
2019-07-16,56106,38303,24,Шашлыки,0.0,0.0
2019-09-08,73455,46469,24,Пицца,0.0,0.0
2019-07-16,66671,31835,23,Кофе и чай,1.0,0.0
2019-07-29,53954,36786,23,Завтраки,1.0,0.0
2019-09-18,44370,31162,26,Бургеры,15.0,2.0
2019-09-06,57468,39226,23,Суши,9.0,0.0
2019-06-07,45274,31640,24,Бургеры,5.0,0.0
2019-08-17,21384,14355,25,Суши,3.0,0.0
2019-06-02,59740,40678,26,Суши,2.0,0.0
2019-07-08,60325,40968,26,Шашлыки,1.0,0.0
2019-08-19,63756,42287,23,Пицца,4.0,0.0
2019-06-16,56197,38361,23,Мясо,1.0,0.0
2019-09-15,33356,24412,25,Пицца,5.0,0.0
2019-07-21,48877,33728,23,Пицца,1.0,0.0
2019-06-05,52473,35732,23,Суши,2.0,0.0
2019-06-09,44988,31501,25,Русская,4.0,0.0
2019-07-15,59681,40552,26,Десерты,1.0,0.0
2019-08-12,45289,31650,23,Бургеры,0.0,1.0
2019-09-24,75353,47360,25,Мясо,14.0,0.0
2019-08-17,7654,4313,23,Суши,37.0,1.0
2019-07-06,4133,2350,23,Суши,3.0,0.0
2019-07-17,52995,36205,25,Фастфуд,25.0,0.0
2019-09-07,45358,31681,26,Суши,2.0,0.0
2019-07-10,57317,39087,26,Шаурма,5.0,0.0
2019-09-27,54804,37386,23,Фастфуд,2.0,0.0
2019-08-11,49182,33934,23,Русская,1.0,0.0
2019-06-11,59062,40289,23,Шашлыки,7.0,1.0
2019-06-08,59515,30729,25,Бургеры,70.0,4.0
2019-08-27,36944,27181,24,Бургеры,10.0,0.0
2019-06-18,40058,7501,23,Суши,1.0,0.0
2019-09-14,53615,36547,23,Бургеры,9.0,0.0
2019-07-06,57141,39009,24,Сэндвичи,2.0,0.0
2019-07-24,39109,28580,25,Выпечка,1.0,0.0
2019-09-14,61039,41289,24,Пицца,0.0,0.0
2019-08-31,65494,43049,24,Шашлыки,1.0,0.0
2019-06-28,59742,40680,26,Грузинская,2.0,0.0
2019-09-07,56118,35732,23,Суши,2.0,0.0
2019-09-01,58036,39639,24,Пицца,3.0,1.0
2019-08-29,38037,27874,24,Суши,8.0,0.0
2019-08-31,43354,30706,23,Итальянская,4.0,0.0
2019-09-07,64401,42616,25,Русская,9.0,0.0
2019-08-12,41849,30038,23,Пицца,2.0,0.0
2019-08-20,64675,42754,25,Мясо,6.0,0.0
2019-09-06,48607,32357,23,Бургеры,3.0,0.0
2019-08-23,11486,6861,25,Суши,8.0,0.0
2019-06-19,55450,37838,25,Суши,8.0,0.0
2019-07-21,58811,40138,23,Русская,2.0,1.0
2019-07-05,41860,30047,25,Бургеры,11.0,1.0
2019-09-30,36507,26902,24,Хот-доги,5.0,1.0
2019-06-17,51226,31065,26,Шаурма,6.0,0.0
2019-09-29,33314,24369,25,Суши,1.0,0.0
2019-07-23,5771,3291,25,Суши,4.0,0.0
2019-07-26,42687,30409,24,Бургеры,43.0,0.0
2019-09-01,33356,24412,25,Пицца,4.0,0.0
2019-09-10,35712,26380,23,Суши,0.0,0.0
2019-09-18,71091,36270,23,Японская,2.0,0.0
2019-09-14,69538,44840,23,Шашлыки,4.0,0.0
2019-07-11,60460,27181,24,Бургеры,17.0,1.0
2019-08-08,52209,35762,23,Русская,7.0,0.0
2019-07-22,41010,29566,25,Суши,4.0,0.0
2019-08-16,32237,23414,25,Суши,1.0,0.0
2019-07-24,51226,31065,26,Шаурма,4.0,0.0
2019-07-25,68080,44344,24,Мясо,1.0,0.0
2019-09-11,39575,28859,25,Суши,15.0,0.0
2019-07-10,35361,26170,23,Пицца,8.0,0.0
2019-07-09,65127,42928,24,Пицца,1.0,0.0
2019-08-25,55255,37719,26,Пицца,1.0,0.0
2019-09-18,70394,45270,26,Бургеры,2.0,0.0
2019-06-20,41917,30080,25,Суши,5.0,0.0
2019-09-30,73968,46717,24,Суши,1.0,2.0
2019-07-26,46760,32376,24,Суши,2.0,0.0
2019-09-24,67935,44305,23,Пицца,4.0,0.0
2019-09-26,57468,39226,23,Суши,12.0,0.0
2019-07-31,44464,31219,24,Бургеры,1.0,0.0
2019-09-23,59783,40708,25,Русская,0.0,0.0
2019-07-10,63862,42358,26,Шашлыки,1.0,0.0
2019-09-27,67256,43981,23,Завтраки,2.0,0.0
2019-07-14,52224,35773,23,Супы,2.0,0.0
2019-09-15,58036,39639,24,Пицца,3.0,1.0
2019-08-03,57468,39226,23,Суши,13.0,0.0
2019-07-24,65359,43034,23,Русская,12.0,0.0
2019-08-22,52946,35762,23,Русская,5.0,1.0
2019-08-28,49182,33934,23,Русская,7.0,0.0
2019-07-22,3858,2146,26,Суши,0.0,1.0
2019-07-06,44483,21014,25,Суши,4.0,0.0
2019-07-01,32241,23414,25,Суши,1.0,0.0
2019-06-17,43407,30729,25,Бургеры,162.0,1.0
2019-07-25,58395,39761,24,Шашлыки,6.0,0.0
2019-06-07,52094,35734,25,Суши,4.0,0.0
2019-06-25,54680,37307,26,Китайская,18.0,0.0
2019-06-28,40902,29504,25,Суши,15.0,0.0
2019-07-13,21384,14355,25,Суши,6.0,0.0
2019-07-09,3813,2117,24,Суши,6.0,0.0
2019-08-20,53423,36431,25,Шашлыки,0.0,1.0
2019-07-09,4799,2726,25,Пицца,7.0,0.0
2019-06-25,53135,36278,26,Шаурма,1.0,0.0
2019-07-05,44160,31065,26,Шаурма,14.0,0.0
2019-09-12,57704,39400,24,Русская,3.0,1.0
2019-06-22,50631,34831,24,Суши,0.0,1.0
2019-09-23,52097,35732,23,Суши,1.0,0.0
2019-08-02,3857,2145,26,Суши,35.0,0.0
2019-09-30,53006,36214,26,Грузинская,2.0,0.0
2019-07-25,42677,30408,23,Бургеры,71.0,3.0
2019-08-17,47837,33085,26,Пицца,3.0,0.0
2019-07-28,55241,36803,24,Сэндвичи,4.0,0.0
2019-09-13,65373,43034,23,Русская,1.0,0.0
2019-06-04,52945,35762,23,Русская,13.0,0.0
2019-09-24,44370,31162,26,Бургеры,17.0,0.0
2019-08-23,42377,30186,25,Бургеры,5.0,2.0
2019-07-22,56417,38491,25,Мясо,1.0,0.0
2019-08-19,71244,45675,26,Пицца,3.0,0.0
2019-08-08,42197,30186,25,Бургеры,30.0,2.0
2019-07-24,22517,15356,24,Японская,11.0,0.0
2019-09-23,37546,27515,23,Бургеры,1.0,0.0
2019-06-17,22517,15356,24,Японская,8.0,0.0
2019-08-16,57704,39400,24,Русская,4.0,0.0
2019-08-31,24253,16835,25,Суши,4.0,0.0
2019-08-01,52867,36143,26,Грузинская,3.0,0.0
2019-06-07,35824,26442,23,Пицца,5.0,0.0
2019-08-04,48191,33305,23,Суши,1.0,0.0
2019-07-06,44369,31162,26,Бургеры,21.0,2.0
2019-06-16,47746,33022,24,Фастфуд,10.0,1.0
2019-06-14,19666,12898,25,Китайская,7.0,0.0
2019-09-10,38714,28321,23,Бургеры,12.0,2.0
2019-09-18,48412,31529,23,Шаурма,4.0,0.0
2019-08-10,55036,37554,26,Выпечка,4.0,0.0
2019-07-22,57995,38184,24,Итальянская,2.0,0.0
2019-08-26,44365,31162,26,Бургеры,39.0,0.0
2019-06-03,49766,34286,25,Рыба,0.0,0.0
2019-09-16,59806,40720,26,Паназиатская,1.0,0.0
2019-07-26,37746,17588,25,Суши,4.0,0.0
2019-07-27,42463,30316,26,Суши,8.0,0.0
2019-07-11,36855,27144,23,Русская,20.0,0.0
2019-09-28,3857,2145,26,Суши,6.0,0.0
2019-09-06,59739,40677,26,Шаурма,8.0,0.0
2019-06-05,16385,10371,26,Пироги,5.0,1.0
2019-07-09,52251,35732,23,Суши,2.0,0.0
2019-06-04,46703,32345,23,Итальянская,0.0,1.0
2019-08-29,57975,36907,26,Обеды,2.0,0.0
2019-09-13,38457,28146,23,Суши,3.0,0.0
2019-09-14,44632,31326,25,Суши,1.0,0.0
2019-07-07,8587,4978,26,Пицца,74.0,2.0
2019-07-01,43103,30607,23,Бургеры,11.0,5.0
2019-09-21,8763,5134,23,Суши,58.0,0.0
2019-06-15,42198,30186,25,Бургеры,22.0,0.0
2019-09-14,65606,37988,25,Суши,1.0,0.0
2019-08-23,37198,27303,23,Суши,13.0,1.0
2019-09-14,48500,33529,23,Суши,1.0,0.0
2019-07-10,5839,3323,26,Пицца,9.0,0.0
2019-07-02,42375,30186,25,Бургеры,29.0,0.0
2019-09-29,56896,29655,26,Мясо,1.0,0.0
2019-08-18,41134,29652,26,Мексиканская,1.0,0.0
2019-09-27,44416,30186,25,Бургеры,65.0,3.0
2019-08-06,52109,35732,23,Суши,5.0,0.0
2019-07-05,61812,40289,23,Шашлыки,3.0,0.0
2019-06-19,45351,31679,23,Вьетнамская,3.0,0.0
2019-07-27,63423,42151,23,Грузинская,0.0,1.0
2019-06-25,59077,40303,24,Паназиатская,1.0,0.0
2019-06-13,14180,8791,26,Шашлыки,4.0,0.0
2019-07-27,48932,33762,23,Выпечка,2.0,0.0
2019-09-07,45422,31712,26,Выпечка,0.0,1.0
2019-06-22,8587,4978,26,Пицца,106.0,2.0
2019-07-14,52946,35762,23,Русская,3.0,0.0
2019-07-10,43803,30918,26,Русская,4.0,0.0
2019-07-03,24618,17147,26,Бургеры,15.0,0.0
2019-08-26,56519,37877,23,Сэндвичи,3.0,1.0
2019-09-11,36356,26819,25,Сэндвичи,16.0,0.0
2019-06-26,53819,36687,26,Супы,5.0,0.0
2019-06-26,45319,31661,23,Бургеры,8.0,0.0
2019-08-06,46308,32134,25,Шашлыки,1.0,0.0
2019-07-21,35973,26547,23,Суши,5.0,0.0
2019-06-27,59739,40677,26,Шаурма,2.0,0.0
2019-09-19,53436,36439,24,Китайская,2.0,1.0
2019-09-17,44112,30607,23,Бургеры,36.0,3.0
2019-09-11,52951,35762,23,Русская,1.0,0.0
2019-09-20,74072,30216,26,Фастфуд,0.0,1.0
2019-06-28,44801,31389,23,Суши,6.0,1.0
2019-06-28,52501,35938,26,Пицца,2.0,0.0
2019-08-12,33313,24369,25,Суши,0.0,1.0
2019-08-15,44354,31162,26,Бургеры,85.0,5.0
2019-08-31,25173,17588,25,Суши,19.0,1.0
2019-07-13,47837,33085,26,Пицца,0.0,2.0
2019-08-24,64294,42554,26,Бургеры,1.0,0.0
2019-06-08,59783,40708,25,Русская,7.0,0.0
2019-07-06,54878,37447,23,Фастфуд,5.0,0.0
2019-06-06,61814,40289,23,Шашлыки,2.0,3.0
2019-07-12,57975,36907,26,Обеды,0.0,0.0
2019-09-05,55224,37695,24,Бургеры,3.0,0.0
2019-07-02,57315,39087,26,Шаурма,4.0,1.0
2019-06-11,57317,39087,26,Шаурма,2.0,1.0
2019-09-26,59739,40677,26,Шаурма,4.0,0.0
2019-09-11,57936,39570,23,Итальянская,4.0,0.0
2019-09-28,31248,22558,25,Японская,2.0,0.0
2019-08-23,45559,30607,23,Бургеры,58.0,0.0
2019-09-28,73836,46658,23,Пицца,5.0,0.0
2019-06-25,49390,34039,26,Суши,4.0,0.0
2019-08-05,45262,31634,26,Бургеры,2.0,0.0
2019-06-25,35532,26274,25,Русская,25.0,0.0
2019-07-26,46821,32409,24,Суши,1.0,0.0
2019-07-10,59062,40289,23,Шашлыки,4.0,0.0
2019-06-13,46728,32362,23,Пицца,7.0,0.0
2019-07-05,62268,26207,25,Суши,13.0,1.0
2019-06-04,18810,12147,23,Суши,27.0,0.0
2019-07-16,24550,17079,23,Суши,20.0,1.0
2019-07-30,45112,26442,23,Пицца,3.0,1.0
2019-06-17,51918,35663,23,Итальянская,3.0,0.0
2019-08-02,31248,22558,25,Японская,1.0,0.0
2019-07-24,51918,35663,23,Итальянская,2.0,0.0
2019-06-11,52681,36017,23,Суши,3.0,0.0
2019-08-03,59739,40677,26,Шаурма,4.0,0.0
2019-09-15,41697,29925,26,Бургеры,32.0,0.0
2019-07-08,55984,37203,23,Пицца,5.0,0.0
2019-08-18,70218,45161,24,Рыба,0.0,1.0
2019-07-29,64560,42701,24,Суши,6.0,0.0
2019-06-05,45071,23027,25,Рыба,3.0,0.0
2019-09-18,67935,44305,23,Пицца,1.0,0.0
2019-08-06,45378,30802,25,Бургеры,4.0,1.0
2019-07-31,35430,26220,25,Пицца,1.0,0.0
2019-06-03,52209,35762,23,Русская,16.0,0.0
2019-08-13,52209,35762,23,Русская,13.0,0.0
2019-06-09,23939,16558,25,Суши,0.0,2.0
2019-08-24,17528,11182,25,Пицца,5.0,1.0
2019-08-04,13629,8357,23,Пицца,12.0,0.0
2019-07-16,53296,36387,26,Супы,7.0,0.0
2019-09-28,52107,35732,23,Суши,7.0,0.0
2019-09-24,70394,45270,26,Бургеры,1.0,0.0
2019-07-03,55245,36803,24,Сэндвичи,5.0,0.0
2019-09-30,56461,38521,23,Грузинская,2.0,0.0
2019-09-22,41231,29690,26,Итальянская,2.0,0.0
2019-06-09,54912,37478,26,Итальянская,0.0,0.0
2019-09-23,44128,31065,26,Шаурма,3.0,2.0
2019-09-13,72771,46138,26,Пицца,1.0,0.0
2019-07-11,40812,29461,25,Грузинская,12.0,0.0
2019-09-23,59515,30729,25,Бургеры,117.0,1.0
2019-06-14,38621,28259,24,Суши,11.0,0.0
2019-07-16,61281,41402,25,Пицца,9.0,0.0
2019-06-06,4796,2726,25,Пицца,24.0,0.0
2019-08-31,36972,2726,25,Пицца,19.0,0.0
2019-07-05,54607,37268,24,Десерты,4.0,0.0
2019-07-16,64585,42697,23,Шашлыки,1.0,0.0
2019-06-15,52950,35762,23,Русская,36.0,1.0
2019-09-30,49504,34114,26,Пицца,3.0,0.0
2019-08-21,69407,44780,26,Шаурма,7.0,0.0
2019-06-14,56377,32488,23,Пицца,1.0,0.0
2019-09-04,58436,39911,25,Суши,1.0,0.0
2019-08-27,41679,29925,26,Бургеры,66.0,1.0
2019-09-21,56299,38430,25,Суши,19.0,1.0
2019-09-29,47577,27332,26,Бургеры,13.0,0.0
2019-07-02,19346,12602,26,Суши,33.0,0.0
2019-06-11,35361,26170,23,Пицца,9.0,0.0
2019-08-13,65861,43278,23,Фастфуд,1.0,0.0
2019-07-22,61288,36803,24,Сэндвичи,1.0,0.0
2019-08-18,45422,31712,26,Выпечка,7.0,0.0
2019-07-26,55501,37877,23,Сэндвичи,5.0,0.0
2019-07-19,53122,36273,26,Итальянская,1.0,0.0
2019-09-09,60381,27181,24,Бургеры,3.0,0.0
2019-08-25,22063,14970,26,Пицца,3.0,0.0
2019-08-09,34716,25605,25,Суши,4.0,0.0
2019-06-02,50851,34944,24,Пицца,28.0,0.0
2019-07-09,40060,7501,23,Суши,17.0,0.0
2019-06-14,41152,29666,26,Мясо,4.0,0.0
2019-09-01,41697,29925,26,Бургеры,22.0,0.0
2019-09-08,35823,26442,23,Пицца,1.0,1.0
2019-09-22,74668,46817,26,Выпечка,1.0,1.0
2019-09-11,33433,5134,23,Суши,17.0,0.0
2019-09-18,75353,47360,25,Мясо,15.0,1.0
2019-08-30,12526,7589,26,Шашлыки,2.0,0.0
2019-09-30,63965,42407,24,Бургеры,2.0,0.0
2019-09-14,61796,37246,26,Сэндвичи,3.0,0.0
2019-09-20,57454,39220,23,Пицца,0.0,0.0
2019-08-30,43599,29925,26,Бургеры,24.0,0.0
2019-06-13,35414,26207,25,Суши,17.0,0.0
2019-09-23,72168,45927,24,Фастфуд,1.0,0.0
2019-07-29,12416,7501,23,Суши,26.0,0.0
2019-07-13,63572,42228,24,Завтраки,1.0,0.0
2019-08-05,53105,36262,23,Итальянская,2.0,0.0
2019-07-11,54116,36912,23,Пицца,1.0,0.0
2019-09-25,49659,26847,23,Шашлыки,0.0,0.0
2019-09-09,50933,34992,25,Пицца,28.0,0.0
2019-08-25,40059,7501,23,Суши,19.0,0.0
2019-08-10,59552,38521,23,Грузинская,1.0,0.0
2019-08-30,69642,44885,24,Фастфуд,1.0,0.0
2019-07-16,55984,37203,23,Пицца,5.0,1.0
2019-08-15,69752,40944,25,Суши,1.0,0.0
2019-09-23,39109,28580,25,Выпечка,1.0,0.0
2019-06-29,39217,25818,25,Пицца,2.0,0.0
2019-09-06,52954,35762,23,Русская,4.0,1.0
2019-09-20,75373,36072,26,Узбекская,0.0,1.0
2019-06-23,41693,29925,26,Бургеры,21.0,0.0
2019-07-12,53909,36751,25,Шашлыки,23.0,0.0
2019-07-08,53296,36387,26,Супы,4.0,0.0
2019-07-07,44788,31382,23,Грузинская,26.0,0.0
2019-09-08,71272,45695,26,Пицца,1.0,0.0
2019-06-25,17528,11182,25,Пицца,8.0,0.0
2019-07-21,37240,27332,26,Бургеры,32.0,0.0
2019-06-14,20967,14034,24,Пицца,102.0,4.0
2019-07-08,24550,17079,23,Суши,24.0,0.0
2019-09-21,57354,39142,26,Бургеры,3.0,0.0
2019-07-07,40067,7501,23,Суши,8.0,0.0
2019-07-01,16421,10405,26,Мясо,2.0,0.0
2019-07-01,57753,39436,26,Обеды,4.0,0.0
2019-07-21,56699,38718,23,Итальянская,8.0,0.0
2019-07-21,36316,26783,24,Бургеры,3.0,0.0
2019-09-04,48843,28747,24,Бургеры,2.0,0.0
2019-06-25,64294,42554,26,Бургеры,1.0,0.0
2019-06-29,30475,21906,24,Пицца,17.0,0.0
2019-07-22,42376,30186,25,Бургеры,30.0,1.0
2019-09-08,7710,4346,26,Суши,1.0,0.0
2019-08-09,58082,39670,26,Паназиатская,15.0,0.0
2019-06-19,52102,35732,23,Суши,2.0,0.0
2019-07-30,59806,40720,26,Паназиатская,2.0,1.0
2019-07-14,44031,3066,25,Пицца,4.0,0.0
2019-08-26,39878,29032,26,Суши,1.0,0.0
2019-06-26,53993,36803,24,Сэндвичи,1.0,0.0
2019-08-21,41145,29659,26,Пицца,2.0,0.0
2019-08-15,43771,27316,25,Бургеры,9.0,3.0
2019-08-14,54170,27181,24,Бургеры,11.0,0.0
2019-08-15,57094,38968,26,Пицца,1.0,0.0
2019-06-12,54170,27181,24,Бургеры,35.0,0.0
2019-08-22,62041,41643,25,Суши,1.0,0.0
2019-08-12,38755,28350,23,Шашлыки,2.0,0.0
2019-06-27,53525,36488,26,Пицца,1.0,0.0
2019-08-10,57505,39258,26,Грузинская,4.0,0.0
2019-08-24,35532,26274,25,Русская,16.0,1.0
2019-09-27,62995,42018,23,Шаурма,5.0,0.0
2019-09-20,52945,35762,23,Русская,3.0,0.0
2019-09-21,44362,31162,26,Бургеры,108.0,8.0
2019-07-05,25353,17745,24,Суши,5.0,0.0
2019-08-03,36015,26442,23,Пицца,2.0,0.0
2019-08-23,48058,33226,23,Шаурма,2.0,0.0
2019-09-01,69265,44515,24,Обеды,1.0,0.0
2019-09-05,55255,37719,26,Пицца,7.0,0.0
2019-09-07,58303,39827,24,Китайская,3.0,0.0
2019-09-23,65359,43034,23,Русская,5.0,0.0
2019-09-12,49324,31417,24,Бургеры,23.0,2.0
2019-07-15,60381,27181,24,Бургеры,13.0,4.0
2019-07-26,45641,31808,23,Пицца,4.0,0.0
2019-09-06,67308,44018,23,Шаурма,1.0,0.0
2019-06-27,52954,35762,23,Русская,21.0,1.0
2019-08-04,53229,35732,23,Суши,2.0,0.0
2019-09-16,51228,31065,26,Шаурма,1.0,0.0
2019-08-21,63051,42036,25,,20.0,0.0
2019-09-10,44157,31065,26,Шаурма,5.0,0.0
2019-08-30,40065,7501,23,Суши,34.0,1.0
2019-06-26,60878,41231,23,Русская,3.0,0.0
2019-07-19,59740,40678,26,Суши,2.0,0.0
2019-06-08,51918,35663,23,Итальянская,1.0,0.0
2019-08-29,31493,22757,24,Шашлыки,2.0,0.0
2019-08-16,49324,31417,24,Бургеры,28.0,14.0
2019-08-12,42795,23027,25,Рыба,3.0,0.0
2019-09-22,69653,41644,23,Итальянская,6.0,0.0
2019-07-08,64585,42697,23,Шашлыки,1.0,1.0
2019-07-15,50933,34992,25,Пицца,33.0,0.0
2019-06-18,39976,29087,23,Суши,2.0,0.0
2019-06-23,59257,40407,24,Пицца,5.0,0.0
2019-07-11,41917,30080,25,Суши,9.0,0.0
2019-06-05,43381,30720,23,Пицца,5.0,0.0
2019-07-18,65370,43034,23,Русская,1.0,0.0
2019-06-11,44416,30186,25,Бургеры,43.0,4.0
2019-06-14,63103,42051,24,Грузинская,1.0,0.0
2019-07-26,39684,28498,23,Суши,14.0,0.0
2019-09-23,51226,31065,26,Шаурма,4.0,2.0
2019-07-05,56205,37877,23,Сэндвичи,1.0,0.0
2019-08-20,43311,30687,24,Бургеры,1.0,0.0
2019-08-27,50600,34808,26,Мясо,7.0,0.0
2019-06-17,59783,40708,25,Русская,5.0,0.0
2019-08-21,36014,26442,23,Пицца,4.0,0.0
2019-06-03,53984,36810,24,Суши,1.0,0.0
2019-06-22,44788,31382,23,Грузинская,40.0,0.0
2019-09-26,36015,26442,23,Пицца,4.0,0.0
2019-08-31,70641,43339,23,Шаурма,8.0,0.0
2019-06-14,59051,40280,26,Суши,5.0,0.0
2019-08-27,57348,39137,24,Русская,1.0,0.0
2019-06-22,40067,7501,23,Суши,9.0,0.0
2019-09-26,76000,47678,24,Суши,3.0,0.0
2019-06-21,43863,29925,26,Бургеры,31.0,0.0
2019-07-08,61281,41402,25,Пицца,17.0,1.0
2019-07-24,59783,40708,25,Русская,3.0,0.0
2019-08-04,55849,38126,24,Паста и ризотто,3.0,0.0
2019-09-01,71093,36270,23,Японская,6.0,0.0
2019-09-07,44110,30607,23,Бургеры,53.0,0.0
2019-09-23,55192,37675,23,Итальянская,0.0,1.0
2019-08-25,7502,4234,26,Русская,1.0,0.0
2019-07-02,55953,38184,24,Итальянская,9.0,0.0
2019-08-12,63060,41718,23,Кофе и чай,2.0,0.0
2019-07-22,39978,29087,23,Суши,6.0,0.0
2019-06-05,56158,38333,25,Шашлыки,3.0,0.0
2019-06-16,57974,39598,23,Шашлыки,0.0,1.0
2019-08-10,12153,3158,25,Суши,15.0,0.0
2019-09-10,43824,16039,23,Пицца,5.0,0.0
2019-09-24,67457,44097,25,Мясо,7.0,0.0
2019-08-29,71161,45639,25,Суши,0.0,1.0
2019-06-27,36015,26442,23,Пицца,5.0,0.0
2019-09-10,52806,36102,23,Суши,6.0,0.0
2019-09-20,18810,12147,23,Суши,29.0,0.0
2019-07-23,60460,27181,24,Бургеры,16.0,0.0
2019-07-28,44365,31162,26,Бургеры,39.0,0.0
2019-07-11,5771,3291,25,Суши,9.0,0.0
2019-06-25,41736,29972,25,Грузинская,7.0,0.0
2019-07-18,59554,38521,23,Грузинская,2.0,0.0
2019-08-03,52954,35762,23,Русская,6.0,1.0
2019-09-26,52954,35762,23,Русская,2.0,0.0
2019-07-25,35824,26442,23,Пицца,6.0,0.0
2019-08-29,53909,36751,25,Шашлыки,18.0,0.0
2019-09-16,73736,46618,25,Суши,7.0,0.0
2019-07-10,54804,37386,23,Фастфуд,8.0,0.0
2019-09-27,57317,39087,26,Шаурма,4.0,0.0
2019-08-19,62505,41825,25,Итальянская,1.0,0.0
2019-06-09,27913,19863,23,Суши,8.0,0.0
2019-06-15,62988,42013,23,Суши,3.0,0.0
2019-08-22,44373,31162,26,Бургеры,15.0,0.0
2019-08-02,68075,38521,23,Грузинская,5.0,0.0
2019-08-15,7201,4085,26,Рыба,23.0,0.0
2019-06-05,51219,31065,26,Шаурма,0.0,0.0
2019-06-07,42677,30408,23,Бургеры,68.0,0.0
2019-08-27,54250,37005,23,Грузинская,2.0,0.0
2019-09-19,32241,23414,25,Суши,0.0,0.0
2019-08-29,37986,27838,23,Русская,1.0,0.0
2019-08-26,55241,36803,24,Сэндвичи,2.0,0.0
2019-08-05,61233,41371,23,Мясо,1.0,0.0
2019-06-23,35134,25968,25,Бургеры,6.0,0.0
2019-08-05,45472,30409,24,Бургеры,24.0,0.0
2019-08-08,38147,27925,25,Пицца,2.0,0.0
2019-09-03,34939,25817,25,Пицца,1.0,0.0
2019-07-31,27683,19664,25,Бургеры,8.0,0.0
2019-08-18,58303,39827,24,Китайская,2.0,0.0
2019-07-19,45328,31665,23,Сэндвичи,1.0,0.0
2019-07-22,47051,32357,23,Бургеры,3.0,0.0
2019-08-31,59233,29655,26,Мясо,1.0,0.0
2019-08-01,49199,33945,25,Суши,2.0,1.0
2019-06-09,53221,36270,23,Японская,2.0,0.0
2019-09-14,60890,41235,26,Шашлыки,1.0,0.0
2019-06-21,25699,18061,23,Суши,0.0,1.0
2019-08-16,41074,29087,23,Суши,2.0,0.0
2019-08-18,25401,17786,26,Рыба,1.0,0.0
2019-08-03,67308,44018,23,Шаурма,12.0,0.0
2019-07-24,7772,4399,24,Пицца,1.0,0.0
2019-06-09,36943,27181,24,Бургеры,20.0,0.0
2019-06-18,31901,17079,23,Суши,36.0,1.0
